model,method,context,tier,jobs,successful_jobs,failed_jobs,question_trajectories,repetitions,f1_mean,f1_std,calls_mean,calls_std,cost_usd_mean,cost_usd_std,total_tokens_mean,total_tokens_std,latency_seconds_mean,latency_seconds_std,tool_time_seconds_mean,tool_time_seconds_std,process_wall_time_seconds_mean,process_wall_time_seconds_std,peak_combined_memory_mib_mean,peak_combined_memory_mib_std
gpt-5-mini,rlm,100,3,80,80,0,175,5,0.7293489634022337,0.02114902380835245,3.8514285714285714,0.34541900022188365,0.007388795828571429,0.0006255693707641253,26849.897142857146,4525.12197020778,35.20120155412171,4.003705973404258,1.4430781240867716,1.3145154602507911,37.62686365053058,4.065976926998133,337.860986328125,0.9826324977299971
gpt-5-mini,rlm,500,3,80,80,0,175,5,0.6517322650020403,0.038460919000996616,4.0,0.1006103820666227,0.008174197142857142,0.000423476367596028,27781.96,2374.587115241171,37.24668937919395,2.151941680299805,0.4410361404291221,0.3219924512138799,39.741370155768735,2.189972622557351,337.4525390625,0.5361497241967831
gpt-5-mini,rlm,1000,3,80,80,0,175,1,0.6483726991642794,0.0,3.7657142857142856,0.0,0.007956567428571426,0.0,25169.051428571427,0.0,36.1551153262066,0.0,1.116446517242917,0.0,46.06202762137034,0.0,396.880712890625,0.0
gpt-5-mini,rlm,full,3,80,80,0,175,5,0.5370979741355433,0.03340276804517557,5.4799999999999995,3.1579585242394064,0.06440061228571425,0.10611765540390745,251180.85714285713,417267.73533895775,95.15401208307063,14.961571214817653,54.92767423102898,15.352305121343079,97.6332178377573,14.99800356498183,502.622314453125,5.685428399306516
gpt-5-mini,llm,100,4,45,45,0,175,5,0.2980952380952381,0.028558727335605813,1.0,0.0,0.00860880662857143,0.0006935367871180694,14171.439999999999,215.60543297081023,17.079720451512507,1.9703640981522628,0.0,0.0,19.614815246665053,1.974786794474486,338.5803819444444,1.5512266542671684
gpt-5-mini,llm,500,4,45,45,0,175,5,0.03238095238095238,0.0202926435739643,1.0,0.0,0.009062317542857143,0.0037296069201066687,52691.60571428571,172.0927157798661,10.146075679372464,0.7190917821908575,0.0,0.0,12.646392236224242,0.7222520462952595,337.228125,2.8891780167357504
gpt-5-mini,codeact,100,4,45,45,0,175,5,0.5749977324263038,0.03797806079762713,2.611428571428571,0.14746843314930225,0.012739211828571429,0.0016452432772436263,36476.31428571428,2616.7036453663363,30.320722007400224,1.348302074154691,0.1989136501188789,0.0697721843216883,33.27908984187458,1.4062479926618106,679.6549479166667,1.0873250167420823
gpt-5-mini,codeact,500,4,45,45,0,175,5,0.5479501133786847,0.08571701107858136,2.737142857142857,0.08359279336187314,0.023895128571428573,0.006933798089118844,149166.46285714285,5281.836093413123,38.912623974148715,2.370956568842082,3.564635401751314,2.859364081508101,41.78778258239585,2.3791071629256075,693.0622395833333,4.160033480590098
gpt-5-mini,codeact,1000,4,45,16,29,175,1,0.1657142857142857,0.0,2.193548387096774,0.0,0.02247268709677419,0.0,229019.5806451613,0.0,60.87267550919205,0.0,0.5913012504217124,0.0,66.26110702843195,0.0,690.615966796875,0.0
gpt-5-mini,rlm,100,4,45,45,0,175,5,0.558548752834467,0.02984195906543709,5.0685714285714285,0.3741002812190381,0.011838365542857143,0.0008057860740128236,57132.22285714286,8588.751672900016,53.46681975883032,3.7306105402060026,2.098922101269875,2.6444006463288665,55.7004737680086,3.708769234602105,424.67873263888885,46.30294391470229
gpt-5-mini,rlm,500,4,45,45,0,175,5,0.545124716553288,0.05525067902492495,4.771428571428571,0.21533078493047725,0.01164044417142857,0.0003056676527305428,46038.102857142854,3522.1905936261546,53.73131921605339,1.324524553238479,0.9653292573030505,0.07379518568075542,55.9466173326437,1.3156678238353028,419.47065972222225,4.593462645267878
gpt-5-mini,rlm,1000,4,45,45,0,175,5,0.3921846282372598,0.20285620566313914,5.0347368421052625,0.5598263482243445,0.012130134736842105,0.0013848657737664974,48764.04,10048.51794706065,54.3236028709243,4.5114915008641185,1.4207397990889454,0.16626534492329556,57.67788317870937,3.265746949556776,489.6655539772727,19.828099106206242
gpt-5-mini,rlm,full,4,45,45,0,175,5,0.28799477790671724,0.031989415424753975,5.64,1.3443274625367927,0.021771429714285716,0.008883957494919414,115853.77714285716,75040.0419540773,330.7178631606911,77.1378676186519,184.54035306617615,82.75360821912558,333.0887150742007,77.1015159902764,3708.248611111111,947.6697871100482
